,Brokerage,PDF Table Header,PDF Key,Classification category,columns_to_extract,Table_ending_key,Table_ending_column,Do you want to Extract a Colum or Table
0,Charles Schwab,Asset Composition,,,,Total Assets Short,% of Account Assets,
